微博正文,来源,时间,
你觉得美好是什么？？我感受到的美好是好好吃了一顿饭睡了一觉起来精神状态特别好！！！一直没找到的东西突然自己蹦出来了！！今天的这首歌是最“特别”也是最“暖”的一首！每句歌词都是来自于大家的评论，希望这首歌可以给你一个大大的拥抱！要留意，要享受我们生活中的每一个小美好！！我们！2022年都开开心心，都好好的！！！#周深新歌好好生活就是美好生活#QQ音乐：K好好生活就是美好生活酷狗音乐：O网页链接酷我音乐：O网页链接网易云音乐：O网页,A平台,2021-07-24 15:30:03,
//@花西子Florasis:美好是平凡生活中一顿饭、一杯茶的烟火气，也是跨年钟声响起时，收获一个充满仪式感的拥抱~小西前来为深深的新歌打call啦！我们一起伴着温暖歌声，迎接美好2022吧！#周深遇见花西子##周深新歌歌词全是评论#,A平台,2021-07-24 15:26:11,
tt//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 15:05:03,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-24 14:57:15,
rt//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 14:32:20,
#周深遇见花西子#周深，你永远是我的例外和最爱，没有例外，一直都爱@卡布叻_周深,A平台,2021-07-24 14:20:59,
#周深遇见花西子#柳絮轻飘尘世喧嚣逐一退潮伊人脸上一抹笑往梦里找繁花娇苏堤春晓@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-24 14:12:45,
ttss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 14:02:55,
ttsss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 13:43:18,
❣️周深，就算夜里有再多的星星，我的眼里只看得到你这一颗。#周深五国语言唱花西子#,A平台,2021-07-24 13:42:38,
#花西子全球品牌大使周深#期待深深和花西子一起携手走向世界舞台！！！实力与颜值同时在线，小啾啾深太帅了@卡布叻_周深,A平台,2021-07-24 13:29:15,
gg//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 13:29:12,
一dd//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 13:28:10,
#周深五国语言唱花西子#周深，你的音乐真的很受人喜爱，像你的人一样，要加油呀！我们陪你一起永远留在这个舞台上。@卡布叻_周深,A平台,2021-07-24 13:26:30,
hh//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 12:53:07,
g//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 12:36:28,
yww//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 12:30:42,
#周深五国语言唱花西子#谁能相信这只是一首广告歌？由@卡布叻_周深五国语言演唱，与河大卫携手拍摄唯美MⅤ，太牛了！！L花西子Florasis的微博视频,A平台,2021-07-24 11:27:59,
#周深遇见花西子#匆匆一眼误终身在所有的怦然心动里你仍拔得头筹💝💝你在我眼中最迷人你歌在我耳畔最动听😘😘😘@卡布叻_周深狂欢夜化身孤岛的鲸L2021天猫双11狂欢夜的优酷视频,A平台,2021-07-24 11:25:19,
ee//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 11:21:16,
ysw//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 10:48:59,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-24 10:48:18,
#花西子全球品牌大使周深#我从来是很黯淡的人，是你给了我满天星光@卡布叻_周深✨L花西子-东方彩妆的微博视频,A平台,2021-07-24 10:39:28,
#花西子全球品牌大使周深#周深太棒了！！新造型好帅！一起冲吧！！！冲往更大的舞台！！！通往全世界！@卡布叻_周深L花西子Florasis的微博视频,A平台,2021-07-24 10:28:53,
uuss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 09:14:29,
#花西子全球品牌大使周深#我爱你，这是我最坚定的心意，你知道我爱你，希望这能成为你最大的底气。@卡布叻_周深,A平台,2021-07-24 09:05:49,
ysus//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-24 03:16:41,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-24 00:35:24,
#周深遇见花西子#柳絮轻飘尘世喧嚣逐一退潮伊人脸上一抹笑往梦里找繁花娇苏堤春晓@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-23 23:39:01,
uaa//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 23:27:14,
#花西子全球品牌大使周深#周深的音乐让我知道，人世间的各种欢乐，各种心酸，各种痛楚。@卡布叻_周深http://t.cn/A6fQyoaZ,A平台,2021-07-23 23:08:16,
tsts//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 23:01:15,
ttt//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 22:19:25,
#周深遇见花西子#月上眉梢几笔思念无从勾销缘分从来不潦草情长不老”@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-23 22:17:14,
#周深五国语言唱花西子#@河南卫视和@花西子Florasis继七夕奇妙游后再度携手，联合实力歌手@卡布叻_周深共同拍摄《花西子》国际版MV。快来与河大卫一起聆听五国语言版的《花西子》，将这份东方之美传向世界吧~L花西子Florasis的微博视频,A平台,2021-07-23 21:59:30,
ggg//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 21:52:32,
【宋亚轩好帅宋亚轩我喜欢你@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-23 21:07:03,
ttttt//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 21:04:03,
ft//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 21:03:30,
周深，对你的喜欢就像今天的天气晴空万里，温度不减。#花西子全球品牌大使周深#,A平台,2021-07-23 21:02:24,
#周深遇见花西子#难以言说的心事，总想和你分享这一颗星辰，总愿为你延绵无尽明亮。@卡布叻_周深,A平台,2021-07-23 21:00:00,
tt//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 20:33:08,
#周深五国语言唱花西子#@卡布叻_周深过尽千帆花开不散场风雨同周深情不移,A平台,2021-07-23 20:26:47,
ff//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 20:21:08,
syyss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 20:12:06,
#周深五国语言唱花西子#@卡布叻_周深，春天温柔了九州山河，而你温柔了春天。,A平台,2021-07-23 19:57:18,
#周深遇见花西子#月上眉梢几笔思念无从勾销缘分从来不潦草情长不老”@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-23 19:35:11,
ttt//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 19:30:46,
#周深遇见花西子#周深，从阴沉的天空中透过云层照耀我原本低落心情的一小束光，你就是这样的存在。@卡布叻_周深,A平台,2021-07-23 19:30:03,
#周深遇见花西子#其实真正的爱，是给对方自由，也给自己自由——《拆掉思维里的墙》,A平台,2021-07-23 18:45:22,
uuaa//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 18:12:10,
yss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 18:03:43,
uuww//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 17:22:12,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-23 16:58:23,
#周深五国语言唱花西子#又见花西子你对镜梳妆浅笑东方情调淡妆宜巧而浓抹不妖@卡布叻_周深✨L花西子Florasis的微博视频,A平台,2021-07-23 16:40:05,
#周深五国语言唱花西子#这就是被上帝吻过的声音吧，每一个音调都长在我的审美里，太好听忍不住一遍一遍循环播放@卡布叻_周深http://t.cn/A6xCEb21,A平台,2021-07-23 16:03:11,
yy//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 15:44:49,
uuas//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 15:44:12,
#周深遇见花西子#传统五音，宫商角徵羽。宛转悠扬，江南西子调。这首歌mv意境好美@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-23 15:19:35,
#周深五国语言唱花西子#我的妈呀！！这么高难度的歌，还要我们向你发起挑战？？！！不了不了！来不了来不了！@卡布叻_周深L花西子Florasis的微博视频,A平台,2021-07-23 15:11:43,
uuss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 14:30:22,
yyzs//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 14:07:55,
ushss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 14:02:47,
#花西子全球品牌大使周深#和花西子全球品牌大使深深，一起走向更大更好的世界舞台吧！@卡布叻_周深L花西子Florasis的微博视频,A平台,2021-07-23 14:01:09,
yaa//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-23 13:47:06,
#周深五国语言唱花西子#太厉害了！@卡布叻_周深L花西子Florasis的微博视频烛影斑驳西风残墨画卷上花开灼灼悠悠长夜琴声相和纸窗外剑气如歌,A平台,2021-07-23 13:37:19,
#周深遇见花西子#周深的歌声从音响缓缓流出，洒落一地琉璃月光，庭院花草沾着月色，绽放美丽光华，真的像是从天上来的声音@卡布叻_周深《大鱼》越剧版t.cn/RW8bERT,A平台,2021-07-23 13:18:20,
